year,statefip,met2013,perwt,sex,age,race,hispan,bpl,educd,empstat,uhrswork,inctot,incwage
"2019","Mississippi","Memphis, TN-MS-AR",60.00,"Female","65","White","Not Hispanic","Mississippi","Master's degree","Not in labor force","N/A",55800,0
"2019","Mississippi","Memphis, TN-MS-AR",48.00,"Male","71","White","Not Hispanic","Massachusetts","Associate's degree, type not specified","Not in labor force","N/A",44700,0
"2019","Mississippi","Memphis, TN-MS-AR",66.00,"Female","48","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","45",45000,45000
"2019","Mississippi","Memphis, TN-MS-AR",78.00,"Female","22","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",12000,12000
"2019","Mississippi","Memphis, TN-MS-AR",69.00,"Male","3","White","Not Hispanic","Mississippi","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",49.00,"Male","77","White","Not Hispanic","Tennessee","Master's degree","Employed","30",59000,35000
"2019","Mississippi","Memphis, TN-MS-AR",61.00,"Female","81","White","Not Hispanic","Tennessee","Master's degree","Employed","1",13500,6000
"2019","Mississippi","Memphis, TN-MS-AR",74.00,"Male","81","Black/African American/Negro","Not Hispanic","Alabama","1 or more years of college credit, no degree","Not in labor force","N/A",34900,0
"2019","Mississippi","Memphis, TN-MS-AR",21.00,"Female","77","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",7400,0
"2019","Mississippi","Memphis, TN-MS-AR",53.00,"Male","72","White","Not Hispanic","Idaho","Regular high school diploma","Not in labor force","N/A",26400,0
"2019","Mississippi","Memphis, TN-MS-AR",47.00,"Female","70","White","Not Hispanic","Idaho","Grade 11","Not in labor force","N/A",11800,0
"2019","Mississippi","Memphis, TN-MS-AR",113.00,"Male","51","White","Not Hispanic","Mississippi","Associate's degree, type not specified","Employed","40",44900,44900
"2019","Mississippi","Memphis, TN-MS-AR",82.00,"Female","20","White","Mexican","Mississippi","Regular high school diploma","Employed","20",7900,7900
"2019","Mississippi","Memphis, TN-MS-AR",26.00,"Male","75","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Not in labor force","N/A",38400,0
"2019","Mississippi","Memphis, TN-MS-AR",32.00,"Female","77","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",17000,0
"2019","Mississippi","Memphis, TN-MS-AR",228.00,"Male","83","White","Not Hispanic","Mississippi","Grade 3","Not in labor force","N/A",15600,0
"2019","Mississippi","Memphis, TN-MS-AR",30.00,"Male","89","White","Not Hispanic","Mississippi","Bachelor's degree","Not in labor force","N/A",48000,0
"2019","Mississippi","Memphis, TN-MS-AR",36.00,"Female","87","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",26900,0
"2019","Mississippi","Memphis, TN-MS-AR",140.00,"Female","29","Black/African American/Negro","Not Hispanic","Mississippi","Associate's degree, type not specified","Employed","55",55000,55000
"2019","Mississippi","Memphis, TN-MS-AR",181.00,"Male","41","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","45",45000,45000
"2019","Mississippi","Memphis, TN-MS-AR",231.00,"Female","9","Black/African American/Negro","Not Hispanic","Mississippi","Grade 3","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",163.00,"Male","8","Black/African American/Negro","Not Hispanic","Mississippi","Grade 1","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",163.00,"Male","7","Black/African American/Negro","Not Hispanic","Mississippi","Kindergarten","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",231.00,"Female","5","Black/African American/Negro","Not Hispanic","Mississippi","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",363.00,"Female","73","White","Not Hispanic","Arkansas","GED or alternative credential","Not in labor force","N/A",9300,0
"2019","Mississippi","Memphis, TN-MS-AR",247.00,"Male","77","White","Not Hispanic","Arkansas","Grade 10","Not in labor force","N/A",16800,0
"2019","Mississippi","Memphis, TN-MS-AR",36.00,"Male","49","White","Not Hispanic","California","Master's degree","Employed","40",440400,385000
"2019","Mississippi","Memphis, TN-MS-AR",52.00,"Female","47","White","Not Hispanic","Mississippi","Master's degree","Employed","40",43500,43500
"2019","Mississippi","Memphis, TN-MS-AR",54.00,"Female","16","White","Not Hispanic","South Carolina","Grade 9","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",70.00,"Female","82","Black/African American/Negro","Not Hispanic","Mississippi","Grade 11","Not in labor force","N/A",8500,0
"2019","Mississippi","Memphis, TN-MS-AR",74.00,"Male","53","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","42",100000,100000
"2019","Mississippi","Memphis, TN-MS-AR",60.00,"Female","61","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",60000,60000
"2019","Mississippi","Memphis, TN-MS-AR",73.00,"Male","4","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",51.00,"Male","57","White","Not Hispanic","Indiana","Regular high school diploma","Employed","60",60000,60000
"2019","Mississippi","Memphis, TN-MS-AR",41.00,"Female","69","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",28000,0
"2019","Mississippi","Memphis, TN-MS-AR",53.00,"Male","81","White","Not Hispanic","Missouri","Doctoral degree","Not in labor force","N/A",54400,0
"2019","Mississippi","Memphis, TN-MS-AR",66.00,"Female","77","White","Not Hispanic","Texas","Bachelor's degree","Not in labor force","N/A",49600,0
"2019","Mississippi","Memphis, TN-MS-AR",207.00,"Male","26","White","Not Hispanic","Mississippi","Doctoral degree","Employed","45",13500,13500
"2019","Mississippi","Memphis, TN-MS-AR",175.00,"Female","26","White","Not Hispanic","Alabama","Bachelor's degree","Employed","40",35000,35000
"2019","Mississippi","Memphis, TN-MS-AR",88.00,"Female","42","White","Not Hispanic","Illinois","Bachelor's degree","Employed","40",90000,90000
"2019","Mississippi","Memphis, TN-MS-AR",76.00,"Male","10","White","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",54.00,"Male","74","Black/African American/Negro","Not Hispanic","Mississippi","12th grade, no diploma","Not in labor force","N/A",22800,0
"2019","Mississippi","Memphis, TN-MS-AR",50.00,"Female","74","Black/African American/Negro","Not Hispanic","Mississippi","12th grade, no diploma","Not in labor force","N/A",5400,0
"2019","Mississippi","Memphis, TN-MS-AR",87.00,"Female","80","White","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","N/A",16200,0
"2019","Mississippi","Memphis, TN-MS-AR",257.00,"Male","26","White","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","35",15100,15100
"2019","Mississippi","Memphis, TN-MS-AR",64.00,"Male","34","White","Not Hispanic","Mississippi","12th grade, no diploma","Employed","45",50000,50000
"2019","Mississippi","Memphis, TN-MS-AR",104.00,"Female","59","White","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",34000,34000
"2019","Mississippi","Memphis, TN-MS-AR",186.00,"Male","29","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","44",44000,44000
"2019","Mississippi","Memphis, TN-MS-AR",213.00,"Male","37","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Unemployed","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",130.00,"Male","8","White","Not Hispanic","Mississippi","Grade 2","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",127.00,"Male","4","White","Not Hispanic","Mississippi","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",25.00,"Male","76","White","Not Hispanic","Missouri","Professional degree beyond a bachelor's degree","Not in labor force","25",114000,45000
"2019","Mississippi","Memphis, TN-MS-AR",46.00,"Female","59","White","Not Hispanic","Mississippi","Professional degree beyond a bachelor's degree","Employed","40",120000,120000
"2019","Mississippi","Memphis, TN-MS-AR",77.00,"Female","76","White","Not Hispanic","Illinois","Regular high school diploma","Not in labor force","N/A",23200,0
"2019","Mississippi","Memphis, TN-MS-AR",66.00,"Male","76","White","Not Hispanic","Illinois","Regular high school diploma","Not in labor force","N/A",36500,0
"2019","Mississippi","Memphis, TN-MS-AR",111.00,"Male","76","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",64900,10000
"2019","Mississippi","Memphis, TN-MS-AR",31.00,"Female","79","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",24.00,"Male","82","White","Not Hispanic","Mississippi","Grade 11","Not in labor force","N/A",9600,0
"2019","Mississippi","Memphis, TN-MS-AR",28.00,"Female","78","White","Not Hispanic","Mississippi","Some college, but less than 1 year","Not in labor force","N/A",12000,0
"2019","Mississippi","Memphis, TN-MS-AR",110.00,"Male","39","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",10000,10000
"2019","Mississippi","Memphis, TN-MS-AR",121.00,"Female","38","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",3560,0
"2019","Mississippi","Memphis, TN-MS-AR",112.00,"Male","20","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","25",10000,10000
"2019","Mississippi","Memphis, TN-MS-AR",102.00,"Male","12","Black/African American/Negro","Not Hispanic","Mississippi","Grade 6","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",103.00,"Male","10","Black/African American/Negro","Not Hispanic","Mississippi","Grade 5","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",47.00,"Male","65","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",74700,0
"2019","Mississippi","Memphis, TN-MS-AR",50.00,"Female","64","White","Not Hispanic","Texas","1 or more years of college credit, no degree","Not in labor force","N/A",17000,0
"2019","Mississippi","Memphis, TN-MS-AR",36.00,"Female","65","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",19500,10000
"2019","Mississippi","Memphis, TN-MS-AR",45.00,"Male","68","White","Not Hispanic","Tennessee","GED or alternative credential","Not in labor force","20",28500,13000
"2019","Mississippi","Memphis, TN-MS-AR",67.00,"Male","50","White","Not Hispanic","Mississippi","Professional degree beyond a bachelor's degree","Employed","8",16300,0
"2019","Mississippi","Memphis, TN-MS-AR",56.00,"Male","57","White","Not Hispanic","California","Some college, but less than 1 year","Employed","48",135000,135000
"2019","Mississippi","Memphis, TN-MS-AR",53.00,"Female","60","White","Not Hispanic","Arizona","Regular high school diploma","Not in labor force","N/A",13000,0
"2019","Mississippi","Memphis, TN-MS-AR",53.00,"Male","48","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","56",82000,82000
"2019","Mississippi","Memphis, TN-MS-AR",105.00,"Female","39","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","20",8200,8200
"2019","Mississippi","Memphis, TN-MS-AR",221.00,"Female","64","White","Not Hispanic","Kentucky","Regular high school diploma","Employed","37",37000,37000
"2019","Mississippi","Memphis, TN-MS-AR",71.00,"Male","54","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","45",149300,109000
"2019","Mississippi","Memphis, TN-MS-AR",82.00,"Female","55","Two major races","Not Hispanic","Illinois","Associate's degree, type not specified","Employed","40",16300,16000
"2019","Mississippi","Memphis, TN-MS-AR",85.00,"Male","19","White","Not Hispanic","Mississippi","Some college, but less than 1 year","Employed","20",4000,4000
"2019","Mississippi","Memphis, TN-MS-AR",70.00,"Male","46","Other Asian or Pacific Islander","Not Hispanic","California","Regular high school diploma","Employed","60",23000,23000
"2019","Mississippi","Memphis, TN-MS-AR",63.00,"Male","7","White","Puerto Rican","Mississippi","Kindergarten","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",63.00,"Male","6","White","Puerto Rican","Mississippi","No schooling completed","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",57.00,"Female","38","White","Not Hispanic","Louisiana","Bachelor's degree","Employed","40",12000,12000
"2019","Mississippi","Memphis, TN-MS-AR",77.00,"Male","38","White","Not Hispanic","Tennessee","Grade 9","Employed","55",63000,63000
"2019","Mississippi","Memphis, TN-MS-AR",68.00,"Male","19","White","Not Hispanic","Mississippi","Regular high school diploma","Employed","30",6000,6000
"2019","Mississippi","Memphis, TN-MS-AR",49.00,"Female","17","White","Not Hispanic","Mississippi","Grade 11","Employed","15",300,300
"2019","Mississippi","Memphis, TN-MS-AR",57.00,"Female","12","White","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",85.00,"Female","40","Other race, nec","Other","New York","Grade 9","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",75.00,"Male","8","Other race, nec","Mexican","Mississippi","Grade 2","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",48.00,"Female","Less than 1 year old","Other race, nec","Mexican","Mississippi","N/A","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",47.00,"Male","17","Other race, nec","Mexican","Mississippi","Grade 11","Not in labor force","32",8000,8000
"2019","Mississippi","Memphis, TN-MS-AR",46.00,"Female","17","Other race, nec","Mexican","Mississippi","Grade 11","Unemployed","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",46.00,"Male","16","Other race, nec","Mexican","Mississippi","Grade 10","Not in labor force","32",8000,8000
"2019","Mississippi","Memphis, TN-MS-AR",60.00,"Female","30","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","16",8000,8000
"2019","Mississippi","Memphis, TN-MS-AR",38.00,"Male","47","White","Not Hispanic","Mississippi","GED or alternative credential","Employed","44",39000,39000
"2019","Mississippi","Memphis, TN-MS-AR",138.00,"Female","45","Black/African American/Negro","Not Hispanic","Mississippi","Master's degree","Employed","40",70000,70000
"2019","Mississippi","Memphis, TN-MS-AR",99.00,"Male","47","Black/African American/Negro","Not Hispanic","Mississippi","Some college, but less than 1 year","Employed","45",80000,80000
"2019","Mississippi","Memphis, TN-MS-AR",183.00,"Female","17","Black/African American/Negro","Not Hispanic","Mississippi","Grade 11","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",174.00,"Female","14","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",36.00,"Female","79","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","18",27000,8000
